observability,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
r00,active_search_proxy,0.6931769916565351,0.08123563999999797,0.098129127466667,0.09386131200000307,0.6880933333334049,0.637791999999963,0.734729637333335,0.4634080766933326,0.26834581762460474,0.059169643306666304,0.6026390399999884,0.39790355989609827,4412620800
r00,identity_gate,0.4172033311850676,0.22612737713066647,0.12782783930666666,0.3097817247999996,0.5578226666666513,0.22608000000000436,0.1634320133333331,0.1107432013333336,0.11361587131733375,0.06334533577599942,0.4614309240319951,0.06415623358815539,4412620800
r00,last_seen_belief,0.33510040533333313,0.28996666666666665,0.3972938666666673,0.2805613333333242,0.3013039999999886,0.1004800000000278,0.057372805333333284,0.049599999999995516,0.06306666666666651,0.060427511519644636,0.5526078666666839,-0.2712181133650385,4412620800
r00,loose_proxy,0.30589811630719993,0.13553514943999365,0.5491190666666659,0.06543936800000213,0.17112533333334226,0.15071999999999902,0.0860592080000006,0.05960000000001205,0.08459999999998868,0.0798170033119998,0.5418225679999997,-0.31661861067436814,4412620800
r00,oracle_proxy,0.939246000000001,0.02280890999999978,0.0010592984408699857,0.02103649599999992,0.9850000000002345,0.8959999999998518,0.2609440266666662,0.08443776106666646,0.028650000000002496,0.020683999999999706,0.9130640000001025,0.9987476785807898,4412620800
r00,proxy_reacquisition,0.7295637317706632,0.10726342431999766,0.1706160821333335,0.1209343040000007,0.6037519999999927,0.5190880000001459,0.5304560400000008,0.3157094495999998,0.16779222206904282,0.07624108179199993,0.6950283200000063,0.37612650717381546,4412620800
r00,risk_calibrated_proxy,0.6782053060728293,0.09408616447999969,0.09800687844604472,0.12092505600000042,0.7136866666665566,0.5874319999999521,0.2978464600000013,0.2001456961333327,0.1228001732501975,0.06313422943288854,0.7722464533333425,0.5225989373520903,4412620800
r00,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.48150400000001087,0.030239999999996256,0.0,0.03479999999999597,0.03653333333333361,0.054897802111111664,0.46154933333336645,-0.05004501193808088,4412620800
r01,active_search_proxy,0.7183473036949329,0.07185246666666666,0.0816858289066667,0.07971560959999749,0.7532053333333539,0.7092720000002093,0.7588361973333325,0.4800043070933335,0.27687241816874664,0.05638701687466661,0.6112166399999938,0.4581000703874389,4412620800
r01,identity_gate,0.43464125959466593,0.22184664074666585,0.11083937946666647,0.2859998559999974,0.5970866666666392,0.2582639999999678,0.16054721333333347,0.11405472133333328,0.11171332181333382,0.06082835632000038,0.46523602304000095,0.12219138724611579,4412620800
r01,last_seen_belief,0.3363964053333338,0.28996666666666665,0.3947018666666667,0.2805613333333242,0.3226800000000097,0.11478399999997276,0.056218885333333135,0.052000000000005216,0.06306666666666651,0.060298277855644615,0.5526078666666839,-0.2625929760834683,4412620800
r01,loose_proxy,0.3165432882240012,0.13500666346666282,0.5350550666666652,0.0588332933333342,0.19517333333331413,0.17217600000003958,0.08432832799999979,0.061999999999989105,0.08459999999998868,0.07881527147199925,0.5443540879999984,-0.28319120774113327,4412620800
r01,oracle_proxy,0.9722539999999915,0.020463116666666333,0.0010592984408699857,0.018384176799999943,0.9850000000002345,0.9114800000002149,0.2551744266666667,0.09020697706666696,0.028650000000002496,0.020683999999999706,0.9210800000000686,0.9987534875977316,4412620800
r01,proxy_reacquisition,0.764632353533871,0.09364331705600253,0.1438957219733327,0.10148396320000526,0.662615999999974,0.594688000000057,0.5539856399999981,0.33095655360000037,0.1713072139170565,0.0724676639359996,0.7056123200000219,0.46017573359923425,4412620800
r01,risk_calibrated_proxy,0.7075341007531489,0.08166047953066617,0.08209335471804481,0.09964932746666771,0.7824466666666011,0.6650720000000696,0.3126088600000007,0.21000292813333313,0.124537066535894,0.05838654473955532,0.7846688533333325,0.5972048119601658,4412620800
r01,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5028800000000857,0.037391999999990495,0.0,0.036000000000003037,0.03653333333333361,0.054897802111111664,0.46154933333336645,-0.045919811131644526,4412620800
r02,active_search_proxy,0.7228698990229289,0.07131869333333306,0.07723154410666642,0.07496872959999888,0.7638853333332988,0.7302799999998438,0.7685341173333308,0.494501599893333,0.27898217032263456,0.05593059639466708,0.6137376000000118,0.47036907788201376,4412620800
r02,identity_gate,0.4344518059562674,0.2216031258026658,0.11093037322666696,0.28464699519999864,0.5893106666666666,0.2690640000000101,0.1601536133333334,0.11881536133333329,0.11160509294933459,0.061326829024000044,0.46545248076800266,0.12224864926365442,4412620800
r02,last_seen_belief,0.33466840533333453,0.28996666666666665,0.3981578666666673,0.2805613333333242,0.32389599999995633,0.11958399999999,0.0560614453333334,0.05519999999999435,0.06306666666666651,0.060470589407644194,0.5526078666666839,-0.2669871392583599,4412620800
r02,loose_proxy,0.30243789105280144,0.13497659989333152,0.5538070666666675,0.05845749866666857,0.19654133333334256,0.17937599999998363,0.08409216800000055,0.06520000000000736,0.08459999999998868,0.08015091392533358,0.5409787279999998,-0.3126245621704327,4412620800
r02,oracle_proxy,0.9781179999999909,0.02032967333333318,0.0010592984408699857,0.01749413679999998,0.9850000000002345,0.9142799999999213,0.2543872266666665,0.09817548906666672,0.028650000000002496,0.020683999999999706,0.9215359999998837,0.9987739792382342,4412620800
r02,proxy_reacquisition,0.7722403937418669,0.09243488025600022,0.13665750917333336,0.09495700320000014,0.6719439999999562,0.6108000000000382,0.5636048400000008,0.34606516160000006,0.17225968164968977,0.07186970182399992,0.7078680000000118,0.47811793088733356,4412620800
r02,risk_calibrated_proxy,0.7105421240537599,0.08059883259733217,0.07905645710844525,0.09400407413333489,0.7763266666666365,0.6772399999999594,0.3215896600000016,0.221219472133333,0.12519757781256494,0.0573777472142226,0.7866157333333348,0.6049621699355103,4412620800
r02,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5040960000001204,0.03979200000000518,0.0,0.03759999999999652,0.03653333333333361,0.054897802111111664,0.46154933333336645,-0.04558746618818021,4412620800
r03,active_search_proxy,0.7136139391125318,0.06994211999999923,0.08534007146666661,0.08594984533333393,0.7503333333332757,0.6846560000000738,0.7436979573333342,0.46925730549333294,0.2753206782742598,0.056509754666667134,0.6082627200000185,0.4471394237203091,4412620800
r03,identity_gate,0.4416225868778673,0.2209751135786678,0.1044574293866675,0.2811580383999964,0.6348146666665914,0.24407999999996874,0.16020641333333335,0.11162064133333356,0.11132597640533014,0.05840984060799963,0.46601071385599147,0.14303165294722178,4412620800
r03,last_seen_belief,0.34201240533333405,0.28996666666666665,0.3834698666666667,0.2805613333333242,0.32703200000000665,0.10847999999997553,0.056082565333333355,0.05040000000000449,0.06306666666666651,0.05973826531164442,0.5526078666666839,-0.24660518619737243,4412620800
r03,loose_proxy,0.3624104653375987,0.13489906751999922,0.47411106666666625,0.05748834400000052,0.2000693333333225,0.1627199999999815,0.08412384800000065,0.060400000000018154,0.08459999999998868,0.07447443349866736,0.5553240079999995,-0.1832966713943334,4412620800
r03,oracle_proxy,0.9697579999999991,0.01998552999999974,0.0010592984408699857,0.01955309599999919,0.9850000000002345,0.905199999999805,0.2544928266666671,0.08617971306666679,0.028650000000002496,0.020683999999999706,0.9227119999999551,0.9987466799861271,4412620800
r03,proxy_reacquisition,0.7576804207306629,0.09187292298666802,0.14983386613333374,0.11005603733333372,0.6607759999999262,0.57278399999992,0.5387792400000002,0.32090701759999996,0.17044267764884521,0.07258561529599941,0.7025457600000194,0.4439670313159423,4412620800
r03,risk_calibrated_proxy,0.7092424439426562,0.07995097727999873,0.08321380308391017,0.10557121599999973,0.829526666666668,0.6479760000001026,0.29472326000000126,0.20198352013333337,0.1235741594616964,0.059202973283555636,0.7819334933333344,0.6017536748660116,4412620800
r03,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5072320000000784,0.03423999999999945,0.0,0.0351999999999955,0.03653333333333361,0.054897802111111664,0.46154933333336645,-0.04548762765544264,4412620800
r04,active_search_proxy,0.7316447187093332,0.0657000266666668,0.06995456234666654,0.07047501653333343,0.795837333333285,0.7559919999999791,0.7737718773333303,0.5102824382933333,0.2830415158491513,0.05456509572266676,0.6168230399999945,0.4939082019650599,4412620800
r04,identity_gate,0.4478699694122667,0.21903981060266636,0.09846541962666659,0.2704063551999963,0.6397106666666813,0.27928800000003384,0.15837281333333336,0.1246372813333336,0.1104658417493305,0.058095987423999865,0.46773098316799033,0.1650396138471351,4412620800
r04,last_seen_belief,0.34028440533333343,0.28996666666666665,0.38692586666666623,0.2805613333333242,0.33669600000001554,0.12412800000002294,0.05534912533333342,0.05920000000000807,0.06306666666666651,0.059910576863644635,0.5526078666666839,-0.24897529693957976,4412620800
r04,loose_proxy,0.3483301316928015,0.13466014122666828,0.4928630666666622,0.054501765333332154,0.21094133333331924,0.18619200000003383,0.08302368800000008,0.069199999999998,0.08459999999998868,0.07581007595199873,0.5519486479999984,-0.20827403445593035,4412620800
r04,oracle_proxy,0.9938619999999938,0.018925006666666366,0.0010592984408699857,0.01665156559999954,0.9850000000002345,0.9159600000001477,0.2508256266666662,0.10803302506666633,0.028650000000002496,0.020683999999999706,0.9263360000000006,0.9987365726392353,4412620800
r04,proxy_reacquisition,0.7860895110730673,0.08471657181866607,0.12483241381333329,0.08877814773332796,0.7011600000000512,0.6328479999998791,0.5684864399999991,0.3632367456000006,0.1738250897778947,0.06999683936000028,0.710954719999992,0.5114132597079577,4412620800
r04,risk_calibrated_proxy,0.7268885368107519,0.07351621175466574,0.07091854668070997,0.0857379802666671,0.852806666666532,0.6989519999999764,0.3189200600000011,0.23273894413333285,0.12560574474156838,0.055471379726222084,0.7900896533333387,0.646776256541118,4412620800
r04,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5168960000001563,0.042064000000005757,0.0,0.03959999999999327,0.03653333333333361,0.054897802111111664,0.46154933333336645,-0.043513777933515234,4412620800
