occlusion,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
o00,active_search_proxy,0.7176522473075185,0.06984039413333216,0.08137682035199899,0.07690132821333531,0.7502709333333321,0.7035984000000588,0.752825744000001,0.4824407529600001,0.2780685795857788,0.05556744660480072,0.6158158079999986,0.4604840613101567,3677184000
o00,identity_gate,0.4411151895428243,0.21349774848426828,0.10925410334933297,0.2787282323199988,0.6037490666666541,0.25535519999998696,0.15943948000000024,0.11586394800000006,0.11113159191893264,0.05815214953279968,0.47431948282880004,0.13883568432071214,3677184000
o00,last_seen_belief,0.34492984533333426,0.28036666666666976,0.387885866666668,0.26912133333334953,0.32232160000000154,0.11349120000000001,0.05577579199999997,0.05328000000000061,0.06306666666666577,0.05824252592960001,0.5590318666666468,-0.23819751575618806,3677184000
o00,loose_proxy,0.334259492020482,0.1290850718293331,0.5137163999999921,0.056813397866668405,0.19477013333333215,0.1702368000000046,0.08366368799999996,0.06328000000000304,0.08459999999999211,0.07404687017600016,0.5534750479999998,-0.24212116808003656,3677184000
o00,oracle_proxy,0.9716076000000051,0.01996009853333338,0.001059298440869988,0.017856499039998835,0.9850000000001695,0.9085839999999985,0.25295895999999973,0.09331835840000047,0.028650000000002045,0.019738000000000085,0.9209456000000041,0.9987265297911787,3677184000
o00,proxy_reacquisition,0.7654022226713644,0.0907467957034666,0.1433935830719995,0.09761432629333623,0.6600495999999888,0.586041600000003,0.5477536399999989,0.334580873599999,0.17161639331038755,0.0707026219712006,0.7123218239999985,0.46535614206834464,3677184000
o00,risk_calibrated_proxy,0.7091488774546101,0.07901570228053224,0.08224125472547533,0.09533350517333757,0.790958666666618,0.6553343999999858,0.3027664600000008,0.21207129613333472,0.12430139939790918,0.05694839034879924,0.79279083733332,0.6050515654701759,3677184000
o00,visible_only,0.30414338666669016,0.3658173333333465,0.020091666666667913,0.4682986666666489,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.05180782450000138,0.47386933333335096,-0.005222047296455837,3677184000
o01,active_search_proxy,0.7167246662259176,0.07081662197333213,0.08197213299200039,0.07913375061333129,0.7502709333333321,0.7035984000000588,0.7543220639999981,0.48294950176000034,0.2773185992808616,0.05596301744639984,0.6129358079999967,0.45681392177512953,3677184000
o01,identity_gate,0.4379732192132268,0.21741883853226388,0.1099359132693337,0.2829120659199997,0.6037490666666541,0.25535519999998696,0.15997387999999996,0.11591738799999987,0.11146629860693205,0.05909364175040009,0.469330069452803,0.1307816570048034,3677184000
o01,last_seen_belief,0.34122040533333337,0.2846866666666678,0.3901898666666675,0.275361333333299,0.32232160000000154,0.11349120000000001,0.05598955199999985,0.05328000000000061,0.06306666666666577,0.05906829977920006,0.5555278666667044,-0.24920302002131456,3677184000
o01,loose_proxy,0.3304333719308807,0.1317700459093305,0.5176844000000025,0.057975573866668566,0.19477013333333215,0.1702368000000046,0.08398432800000073,0.06328000000000304,0.08459999999999211,0.07567115955199953,0.549880807999999,-0.2519123058349685,3677184000
o01,oracle_proxy,0.9711755999999818,0.02020415549333326,0.001059298440869988,0.018275078239998892,0.9850000000001695,0.9085839999999985,0.2540277599999996,0.09336111039999946,0.028650000000002045,0.020133999999999944,0.9209456000000041,0.9987588559739087,3677184000
o01,proxy_reacquisition,0.7636089189913614,0.09224751224746774,0.14436096611199922,0.10068390709333028,0.6600495999999888,0.586041600000003,0.549356840000001,0.33496564160000075,0.17138061050682876,0.07151034412159991,0.7080018240000019,0.45935519552633913,3677184000
o01,risk_calibrated_proxy,0.7077135915067028,0.08037693681493296,0.08252097083320956,0.0984028248533322,0.790958666666618,0.6553343999999858,0.3059392599999998,0.2126424001333333,0.12433005187522142,0.05768414167039982,0.7875108373333513,0.5996374727820454,3677184000
o01,visible_only,0.2933357066666604,0.37743333333329854,0.020091666666667913,0.48365866666662233,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.05310130350000096,0.4671493333333648,-0.027000520911794654,3677184000
o02,active_search_proxy,0.7155606659699209,0.07211825909333427,0.08271627379199978,0.0819242786133326,0.7502709333333321,0.7035984000000588,0.7562663839999977,0.48361057055999956,0.2763383399414752,0.056358588287999646,0.6093358080000076,0.45221009009859137,3677184000
o02,identity_gate,0.4340035163012248,0.22258420109226906,0.11078817566933384,0.2881418579200021,0.6037490666666541,0.25535519999998696,0.16066827999999983,0.11598682800000014,0.11188468196693324,0.06003513396800052,0.46309330273279414,0.12072995955528441,3677184000
o02,last_seen_belief,0.3364900053333335,0.2904466666666666,0.3930698666666663,0.2831613333333596,0.32232160000000154,0.11349120000000001,0.056267311999999854,0.05328000000000061,0.06306666666666577,0.059930893852800135,0.5511478666666662,-0.26301434124620166,3677184000
o02,loose_proxy,0.3256248018188807,0.1353422635093286,0.5226443999999981,0.059428293866669195,0.19477013333333215,0.1702368000000046,0.08440096800000003,0.06328000000000304,0.08459999999999211,0.0773860383680002,0.5453880079999992,-0.26404242846221626,3677184000
o02,oracle_proxy,0.970599600000014,0.020529564773333012,0.001059298440869988,0.01879830223999969,0.9850000000001695,0.9085839999999985,0.2554165600000002,0.09341666239999996,0.028650000000002045,0.020529999999999205,0.9209456000000041,0.9987502856495474,3677184000
o02,proxy_reacquisition,0.7613516000153628,0.09422800376746673,0.14557019491200004,0.10452088309332964,0.6600495999999888,0.586041600000003,0.5514400400000012,0.33546560960000116,0.17107116224611882,0.07231806627199984,0.7026018240000091,0.45195690891031703,3677184000
o02,risk_calibrated_proxy,0.7058881934942859,0.08217517302613121,0.08289954477987425,0.10228596149333478,0.790958666666618,0.6553343999999858,0.3100240600000009,0.21337766413333462,0.12435996586293342,0.05839093939200024,0.7809108373333232,0.5928489189550826,3677184000
o02,visible_only,0.2797526666666662,0.3923613333333259,0.020091666666667913,0.5028586666667011,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.05439478249999985,0.45874933333334433,-0.054019056536035066,3677184000
o03,active_search_proxy,0.7162699234931206,0.07114203125333204,0.08226978931199928,0.08024996181333421,0.7502709333333321,0.7035984000000588,0.7549223839999991,0.48315361055999984,0.277016630131812,0.058072728601600725,0.6114958079999996,0.45393737165927284,3677184000
o03,identity_gate,0.4364867140484254,0.21885138355626602,0.11027681822933381,0.2850039827199972,0.6037490666666541,0.25535519999998696,0.16018828000000015,0.11593882800000019,0.11163365195093217,0.06411493357759959,0.4668353627647912,0.12451824715821026,3677184000
o03,last_seen_belief,0.33955288533333344,0.28612666666666714,0.39134186666666765,0.27848133333332653,0.32232160000000154,0.11349120000000001,0.05607531199999999,0.05328000000000061,0.06306666666666577,0.06297984560106688,0.5537758666666359,-0.25626345125364636,3677184000
o03,loose_proxy,0.328572151886081,0.1326805329493373,0.5196684000000069,0.05855666186666414,0.19477013333333215,0.1702368000000046,0.08411296799999966,0.06328000000000304,0.08459999999999211,0.08312212966399915,0.5480836880000004,-0.260237551082703,3677184000
o03,oracle_proxy,0.9710315999999933,0.020285507813333412,0.001059298440869988,0.01848436784000067,0.9850000000001695,0.9085839999999985,0.2544565599999996,0.0933782623999998,0.028650000000002045,0.022245999999999547,0.9209456000000041,0.9987664927186,3677184000
o03,proxy_reacquisition,0.7627436459033597,0.09278867883946995,0.14484465763200072,0.102218697493331,0.6600495999999888,0.586041600000003,0.5500000399999992,0.3351200096000012,0.1712854370569989,0.07581819559040039,0.7058418240000065,0.45436371792812985,3677184000
o03,risk_calibrated_proxy,0.7073928482772663,0.08086416799573237,0.08190647420174305,0.09984451061333081,0.790958666666618,0.6553343999999858,0.30728806000000053,0.21288518413333163,0.12434513254581352,0.06182673175893333,0.7848708373333447,0.5961058058795271,3677184000
o03,visible_only,0.2880787466666713,0.3824253333333383,0.020091666666667913,0.49133866666661163,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.059999858166667266,0.46378933333341243,-0.04089247342619542,3677184000
o04,active_search_proxy,0.7150335407731201,0.07374530549333275,0.08301393011200081,0.08304048981333434,0.7502709333333321,0.7035984000000588,0.7580494239999991,0.4842168041599995,0.27543369583785615,0.05622673134080021,0.6078958079999994,0.45017152956692963,3677184000
o04,identity_gate,0.4318411711364311,0.2282407461162647,0.11112908062933352,0.2902337747199931,0.6037490666666541,0.25535519999998696,0.16130508000000002,0.11605050799999996,0.11205203531093547,0.05972130322879985,0.46059859604479525,0.11578304209328294,3677184000
o04,last_seen_belief,0.3333248853333326,0.29764666666666567,0.3942218666666676,0.2862813333333164,0.32232160000000154,0.11349120000000001,0.05652203200000011,0.05328000000000061,0.06306666666666577,0.059744662462933265,0.5493958666666959,-0.2702470029032199,3677184000
o04,loose_proxy,0.32334886177407995,0.13970875054933413,0.5246283999999923,0.06000938186666698,0.19477013333333215,0.1702368000000046,0.08478304799999989,0.06328000000000304,0.08459999999999211,0.07706364217600027,0.5435908879999997,-0.26928672625547734,3677184000
o04,oracle_proxy,0.9698795999999898,0.020936326373333033,0.001059298440869988,0.01900759183999986,0.9850000000001695,0.9085839999999985,0.2566901599999995,0.09346760639999985,0.028650000000002045,0.020398000000000062,0.9209456000000041,0.9987534948018516,3677184000
o04,proxy_reacquisition,0.7602352969113626,0.09644270379946467,0.1460538864320001,0.10605567349333299,0.6600495999999888,0.586041600000003,0.5533504399999998,0.33592410559999974,0.170784330755353,0.07204882555519997,0.7004418240000005,0.4487948480712741,3677184000
o04,risk_calibrated_proxy,0.7048671554946733,0.08420949289813515,0.08316383732707526,0.10447143989333345,0.790958666666618,0.6553343999999858,0.3132736599999994,0.21396259213333138,0.12435327755355816,0.05809164223146714,0.7782708373333398,0.5891770626747422,3677184000
o04,visible_only,0.2733206666666549,0.4038813333333475,0.020091666666667913,0.5105386666666704,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.053963622833332864,0.45538933333335474,-0.06638536102505596,3677184000
o05,active_search_proxy,0.7143423788659191,0.07439612405333422,0.08346041459199999,0.08471480661333182,0.7502709333333321,0.7035984000000588,0.7590977439999991,0.48457323295999927,0.2748992755094905,0.05688601607679972,0.6057358079999979,0.4472874262110247,3677184000
o05,identity_gate,0.42952693338923054,0.23091756365226698,0.1116404380693331,0.29337164991999864,0.6037490666666541,0.25535519999998696,0.16167948000000001,0.11608794799999997,0.11230306532692992,0.061290456924800514,0.4568565360127983,0.10935245413844438,3677184000
o05,last_seen_belief,0.33063640533333355,0.30052666666666966,0.3959498666666646,0.2909613333333321,0.32232160000000154,0.11349120000000001,0.05667179200000021,0.05328000000000061,0.06306666666666577,0.061048037524266956,0.5467678666667249,-0.2787291230320115,3677184000
o05,loose_proxy,0.32050519170687897,0.14150648110934147,0.5276044000000016,0.06088101386666756,0.19477013333333215,0.1702368000000046,0.08500768799999983,0.06328000000000304,0.08459999999999211,0.07959139785600135,0.5408952080000007,-0.2772059240080391,3677184000
o05,oracle_proxy,0.9695915999999956,0.021099031013333155,0.001059298440869988,0.01932152624000041,0.9850000000001695,0.9085839999999985,0.2574389599999999,0.09349755840000043,0.028650000000002045,0.021057999999999664,0.9209456000000041,0.998754418715454,3677184000
o05,proxy_reacquisition,0.7589060085273583,0.09746364536746413,0.14677942371199992,0.10835785909333925,0.6600495999999888,0.586041600000003,0.5544736400000017,0.336193673600001,0.170614328199347,0.07339502913919953,0.6972018239999985,0.4439337427167354,3677184000
o05,risk_calibrated_proxy,0.7038843477322411,0.08513372575573132,0.08321476617720866,0.10672694261333256,0.790958666666618,0.6553343999999858,0.31553446,0.2143695361333337,0.12436783892686964,0.05934560387413386,0.774310837333339,0.5851341950243003,3677184000
o05,visible_only,0.26528834666664863,0.4121853333333113,0.020091666666667913,0.5220586666667263,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03653333333333459,0.056119421166666704,0.45034933333332156,-0.08314497462069896,3677184000
